question,prediction,truth,exact_match,f1
Hollywood là đại diện của ai?,lộ Danh vọng,ngành giải trí và điện ảnh của Hoa Kỳ,0,0.0
Hollywood được mở rộng là vùng nào?,"Burbank và Westside,",vùng lân cận,0,0.0
Hollywood được mở rộng ra vùng lân cận nào?,"Burbank và Westside,",Burbank và Westside,0,0.6666666666666666
Những nghành nào được duy trì tại Hollywood?,ảnh,quan trọng,0,0.0
Những nghành quan trọng nào được duy trì tại Hollywood?,biên,"biên tập, kỹ xảo, hậu sản xuất và ánh sáng trong phim ảnh",0,0.14285714285714288
Phần mềm nào cho phép chia sẻ ảnh miễn phí?,MP3,Instagram,0,0.0
Instagram là gì?,một phần mềm chia sẻ ảnh,"một phần mềm chia sẻ ảnh miễn phí cho phép người dùng chụp ảnh trên điện thoại của mình, thêm các bộ lọc hình ảnh, và sau đó chia sẻ trên nhiều mạng xã hội khác nhau, kể cả Instagram",0,0.2608695652173913
Hình dạng ảnh chụp trên Instagram?,hình vuông,hình vuông với tỉ lệ 4:3,0,0.5
Tỉ lệ hình chụp Instagram?,4:3,4:3,1,1.0
Tại sao instagram lại sử dụng hình tỉ lệ 4:3?,"thiết kế dành riêng cho iPad, iPhone và iPod Touch.",thường được dùng trong các thiết bị di động,0,0.10526315789473685
Hình ảnh trên instagram thường chụp bằng gì?,điện thoại,các thiết bị di động,0,0.0
Ban đầu thì Instagram thiết kế cho điện thoại nào?,"iPad, iPhone và iPod Touch.","iPad, iPhone và iPod Touch",0,0.8000000000000002
Instagram được thiết kế cho điện thoại nào?,"iPad, iPhone và iPod Touch.","iPad, iPhone và iPod Touch",0,0.8000000000000002
Sau iPad thì Instagram hỗ trợ cho máy điện thoại nào?,các dòng máy chạy hệ điều hành Android 2.2 trở lên,dòng máy chạy hệ điều hành Android 2.2,0,0.8421052631578948
Khi nào thì Instagram hỗ trợ android?,tháng 4 năm 2012.,tháng 4 năm 2012,0,0.75
Instagram trên android phát hành ở đâu?,Google Play.,Google Play,0,0.5
Instagram trên android tải về ở đâu?,Google Play.,Google Play,0,0.5
Facebook trả bao nhiêu để mua Instagram?,1 tỷ đô-la tiền mặt,1 tỷ đô-la tiền mặt và cổ phiếu,0,0.7692307692307693
Khi nào Instagram bị facebook mua lại?,tháng 4 năm 2012.,tháng 4 năm 2012,0,0.75
Liên minh huyền thoại viêt tắt là gì?,nhất.,LMHT,0,0.0
League of Legends là gì?,.,một trò chơi video đấu trường trận chiến trực tuyến nhiều người chơi,0,0.0
Hệ điều hành nào hỗ trợ LOL?,hỗ trợ. .,Microsoft Windows và Mac OS X,0,0.0
LOL bắt nguồn từ đâu?,dẫn,mod Defense of the Ancients cho trò chơi video Warcraft III: Frozen Throne,0,0.0
MOBA là gì?,họ điều,Multiplayer Online Battlefield Arena,0,0.0
LMHT có trả phí hay không?,gia hạn để trả nợ,được chơi miễn phí,0,0.0
Liên minh huyền thoại công bố khi nào?,ngày 7 tháng 10 năm 2008,ngày 7 tháng 10 năm 2008,1,1.0
Liên minh huyền thoại phát hành năm nào?,2008,2009,0,0.0
Phản hồi của người chơi khi Liên minh huyền thoại được phát hành?,"đón nhận rất tích cực,","rất tích cực, và trở nên phổ biến",0,0.4615384615384615
Liên Minh Huyền Thoại được chơi nhiều nhất ở đâu?,Bắc Mỹ và Châu Âu,Bắc Mỹ và Châu Âu,1,1.0
Đến lúc nào thì Liên minh huyền thoại đạt 67 triệu người chơi?,"tháng 1 năm 2014,",tháng 1 năm 2014,0,0.75
Đến lúc nào thì Liên minh huyền thoại đạt 70 triệu người chơi?,"tháng 1 năm 2014,",tháng 1 năm 2014,0,0.75
Mỗi ngày liên minh có nhiêu người chơi?,27 triệu,27 triệu người,0,0.8
Giờ cao điểm thì liên minh có bao người chơi?,"7,5 triệu","7,5 triệu",1,1.0
Ai đã nói rằng liên minh được chơi nhiều nhất ở Bắc Mỹ và Châu Âu?,Forbes,một bài báo của Forbes,0,0.33333333333333337
Kí hiệu mặt trăng?,☾),☾,0,0.0
Luna là gì?,278.,Mặt Trăng,0,0.0
Luna là gì của mặt trăng?,278.,tiếng Latin,0,0.0
Mặt trăng là gì?,là vệ tinh tự nhiên lớn thứ năm trong Hệ Mặt Trời.,vệ tinh tự nhiên duy nhất của Trái Đất và là vệ tinh tự nhiên lớn thứ năm trong Hệ Mặt Trời,0,0.6470588235294118
Vệ tinh duy nhất của trái đất là gì?,trái đất.,Mặt Trăng,0,0.0
Mặt trăng là vệ tinh lớn như thế nào trong hệ mặt trời?,lớn thứ năm,thứ năm,0,0.8
384.403 km là số gì?,họ,Khoảng cách trung bình tính từ tâm Trái Đất đến Mặt Trăng,0,0.0
Từ mặt trăng đến trái đất dài bao nhiêu?,"384.403 km,",384.403 km,0,0.5
So sánh độ dài mặt trăng đến trái đất với đường kính trái đất?,"Đường kính Mặt Trăng là 3.474 km,",lớn khoảng 30 lần,0,0.0
Đường kính mặt trăng lớn cỡ nhiêu đường kính Trái đất?,"3.474 km, tức hơn một phần tư đường kính Trái Đất.",hơn một phần tư,0,0.5333333333333333
So sánh đường kính mặt trăng và trái đất?,đường kính Trái Đất.,hơn một phần tư,0,0.0
Đường kính mặt trăng?,"3.474 km,",3.474 km,0,0.5
So sánh khối lượng mặt trăng và trái đất?,Khối lượng Mặt Trăng khoảng bằng 2% khối lượng Trái Đất,bằng 2%,0,0.3076923076923077
So sánh lực hấp dẫn trái đất và mặt trăng?,lực, lực hấp dẫn tại bề mặt Mặt Trăng bằng 17% lực hấp dẫn trên bề mặt Trái Đất,0,0.10526315789473684
Lực hấp dẫn mặt trăng và trái đất?,lực hấp dẫn tại bề mặt Mặt Trăng bằng 17%,bằng 17%,0,0.33333333333333337
Chu kì quỹ đạo của mặt trăng quanh trái đất?,"27,32 ngày,","27,32 ngày",0,0.5
"Các pha mặt trăng sau 29,53 ngày do gì gây ra?",Trời,các biến đổi định kỳ trong hình học của hệ Trái Đất – Mặt Trăng,0,0.0
Lí do của các pha mặt trăng?,Mặt Trăng,biến đổi định kỳ trong hình học của hệ Trái Đất – Mặt Trăng – Mặt Trời,0,0.21052631578947367
Chu kì pha mặt trăng?,"chu kỳ giao hội 29,53 ngày.","giao hội 29,53 ngày",0,0.6
So sánh mặt trời và hệ mặt trời?,Năng lượng mặt trời,"chiếm khoảng 99,86%",0,0.0
Định nghĩa mặt trời?,ánh sáng rạng rỡ,ngôi sao ở trung tâm Hệ Mặt Trời,0,0.0
Thứ gì xoay quanh Mặt trời?,Năng,"Trái Đất và các thiên thể khác như các hành tinh, tiểu hành tinh, thiên thạch, sao chổi, và bụi",0,0.0
Ngoài thiên thể thì thứ gì quay quanh Mặt trời?,Năng,Trái Đất,0,0.0
Độ dài giữa Mặt trời và Trái Đất?,trái đất.,"149,6 triệu kilômét",0,0.0
Khoảng cách giữa Trái Đất và mặt trời?,"149,6 triệu kilômét","149,6 triệu kilômét",1,1.0
1 AU là bao nhiêu km?,tas.,"149,6 triệu",0,0.0
Khoảng thời gian cần thiết để ánh sáng chiếu đến Trái đất?,Daylighting,8 phút 19 giây,0,0.0
Dao động khoảng cách giữa trái đất và mặt trời?,7).,"từ 147,1 triệu kilômét (0,9833 AU) ở điểm cận nhật (khoảng ngày 3 tháng 1), tới xa nhất là 152,1 triệu kilômét (1,017 AU) ở điểm viễn nhật (khoảng ngày 4 tháng 7)",0,0.0
Thời điểm mà khoảng cách từ mặt trời đến trái đất xa nhất là khi nào?,điểm viễn nhật (khoảng ngày 4 tháng 7).,khoảng ngày 4 tháng 7,0,0.4615384615384615
Khoảng cách gần nhất từ mặt trời đến trái đất là bao lâu?,"149,6 triệu kilômét","147,1 triệu kilômét",0,0.6666666666666666
Khoảng cách xa nhất từ mặt trời đến trái đất theo đơn vi AU,"152,1 triệu kilômét","1,017",0,0.0
Điểm viễn nhật là điểm gì?,chúng.,xa nhất,0,0.0
Điểm cận nhật là vào lúc nào?,"năm 1944,",khoảng ngày 3 tháng 1,0,0.0
Sự sống trái đất được mặt trời hỗ trợ qua việc gì?,Đất.,quá trình quang hợp,0,0.0
Điều kiện khí hậu trên Trái đất chịu ảnh hưởng bởi gì?,.,Năng lượng Mặt Trời,0,0.0
Messi tên đầy đủ là gì?,.,"Lionel Andrés ""Leo"" Messi Cuccittini",0,0.0
Messi sinh năm mấy?,"1987),",1987,0,0.0
Sinh nhật Messi?,"ngày 24 tháng 6 năm 1987),",ngày 24 tháng 6 năm 1987,0,0.8333333333333334
Người ta hay gọi Messi là gì?,"Lionel Messi,",Lionel Messi,0,0.5
Messi đá banh ở vị trí nào?,tiền đạo,tiền đạo,1,1.0
Messi đá banh cho nước nào?,Argentina,Argentina,1,1.0
Quốc tịch của Messi?,Argentina,Argentina,1,1.0
Năm 2009 Messi đạt được giải thưởng gì?,"Cầu thủ xuất sắc nhất năm 2009 của FIFA,","Quả bóng vàng châu Âu 2009, Cầu thủ xuất sắc nhất năm 2009",0,0.6363636363636364
Người ta thường hay ví von Messi với ai?,"Diego Maradona,",huyền thoại Diego Maradona,0,0.3333333333333333
Messi xem Diego là gì?,"San Diego đã được gọi là ""Craft Beer Capital của Mỹ."".",truyền nhân,0,0.0
Ai là cầu thủ xuất sắc nhất mọi thời đại?,"Lionel Messi,","Lionel Andrés ""Leo"" Messi Cuccittini",0,0.28571428571428575
Ngoài 2010 thì Messi đoạt giải quả bóng vàng năm nào?,2015.,"2011, 2012 và 2015",0,0.0
Giải thưởng Nobel là gì?,là một tập các giải thưởng quốc tế,"một tập các giải thưởng quốc tế được tổ chức trao thưởng hằng năm kể từ năm 1901 cho những cá nhân đạt thành tựu trong lĩnh vực vật lý, hoá học, y học, văn học, kinh tế và hòa bình; đặc biệt là giải hoà bình có thể được trao cho tổ chức hay cho cá nhân",0,0.2424242424242424
Phát âm số ít của Nobel,1972..,Nobelpriset,0,0.0
Tiếng Na uy của giải Nobel?,"Nobelprisen),",Nobelprisen,0,0.0
Giải thưởng Nobel dành cho người ở lĩnh vực gì?,"hoá học, y học, văn học, kinh tế và hòa bình;","vật lý, hoá học, y học, văn học, kinh tế và hòa bình",0,0.6666666666666667
"Ngoài vật lí, hóa học, y học kinh tế và hòa bình thì giải Nobel còn được trao trong lĩnh vực gì?",văn,văn học,0,0.6666666666666666
Giải Nobel được tổ chức bởi do đâu?,Ngân hàng Thụy Điển,di chúc của nhà phát minh người Thụy Điển Alfred Nobel,0,0.26666666666666666
Sau này thì giải Nobel còn được trao cho người ở lĩnh vực gì?,các ngành khoa học.,khoa học kinh tế,0,0.25
Đến 2012 thì đã có bao nhiêu giải thưởng được trao?,"kết quả thử nghiệm (kỳ thi nội bộ), GCSE",555,0,0.0
Đến 2012 thì đã có bao nhiêu cá nhân và tổ chức nhận giải?,21,856,0,0.0
Đã có bao nhiêu người nhận giải tính đến 2012?,"hiện....""",835,0,0.0
Có bao nhiêu nữ đã nhận giải Nobel tính đến 2012?,44,44,1,1.0
Đã có bao nhiêu nam và nữ nhận giải Nobel từ 2012,(791 nam và 44 nữ),835,0,0.0
Người ta hay gọi Olympic là gì?,"“Share the Games, Chia sẻ Dreams",Thế vận hội,0,0.0
Olympic là gì?,.,cuộc tranh tài trong nhiều môn thể thao giữa các quốc gia trên toàn thế giới,0,0.0
Thế vận hội tổ chức khi nào?,2 năm/lần,xen kẽ nhau 2 năm/lần,0,0.5714285714285715
Như thế nào là xen kẽ 2 năm/lần?,Thế vận hội Mùa hè và Thế vận hội Mùa đông,vào các năm chẵn,0,0.0
Ngoải thế vận hội mùa hè thì còn thế vận hội nào?,Thế vận hội Mùa đông,Thế vận hội Mùa đông,1,1.0
Ỳ nghĩa thế vận hội?,"biểu trưng cho tinh thần đoàn kết, hòa bình của toàn nhân loại.","biểu trưng cho tinh thần đoàn kết, hòa bình của toàn nhân loại",0,0.9230769230769231
OOP là viết tắt của gì?,VPĐB,Lập trình hướng đối tượng,0,0.0
Tên tiếng anh của hướng đối tượng là gì?,"Object-oriented programming,",Object-oriented programming,0,0.5
OOP là gì?,tương tác với các đối tượng vật lý.,"một mẫu hình lập trình dựa trên khái niệm ""công nghệ đối tượng"", mà trong đó, đối tượng chứa đựng các dữ liệu, trên các trường, thường được gọi là các thuộc tính; và mã nguồn, được tổ chức thành các phương thức",0,0.1176470588235294
Theo OOP thì các ta có thể viết mã nguồn thành gì?,các ứng dụng,phương thức,0,0.0
Mục đích của phương thức trong OOP?,định nghĩa một kiểu dữ liệu.,"giúp cho đối tượng có thể truy xuất và hiệu chỉnh các trường dữ liệu của đối tượng khác, mà đối tượng hiện tại có tương tác",0,0.06060606060606061
Ý niệm của nhiều người về OOP?,$$$..,dễ tiếp thu hơn cho những người mới học về lập trình hơn là các phương pháp trước đó,0,0.0
Ngôn ngữ lập trình theo lớp là gì?,.,"các đối tượng trong các ngôn ngữ này được xem như thực thể của một lớp, được dùng để định nghĩa một kiểu dữ liệu",0,0.0
Tác dụng của OOP theo ý kiến người dùng?,"giúp tăng năng suất,","tăng năng suất, đơn giản hóa độ phức tạp khi bảo trì cũng như mở rộng phần mềm bằng cách cho phép lập trình viên tập trung vào các đối tượng phần mềm ở bậc cao hơn",0,0.14634146341463414
Theo OOP thì các yếu tố bên ngoài tương tác với chương trình như thế nào?,tương tác với các đối tượng vật lý.,giống như là tương tác với các đối tượng vật lý,0,0.7368421052631579
Trước đây thì Phan Bội Châu tên gì?,Phan Văn San,Phan Văn San,1,1.0
Tại sao lại chuyển tên Phan Văn San thành tên mới?,Vì San trùng với tên húy vua Duy Tân,San trùng với tên húy vua Duy Tân (Vĩnh San),0,0.8421052631578948
Chữ Bội Châu có cách viết khác là gì?,bội.,佩珠,0,0.0
Nguồn cảm hứng từ cái tên Sào Nam?,"lấy từ câu ""越鳥巢南枝","lấy từ câu ""越鳥巢南枝 [Việt điểu sào nam chi nghĩa là Chim Việt làm tổ cành Nam].""",0,0.38095238095238093
Các bút danh của Phan Bội Châu?,vân.,"Thị Hán (是漢), Phan Giải San, Sào Nam Tử, Hạo Sinh, Hiếu Hán vân vân",0,0.0
Phan Bội Châu sinh ra tại đâu?,An.,"làng Đan Nhiễm, xã Nam Hòa, huyện Nam Đàn, tỉnh Nghệ An",0,0.0
Văn San sinh năm nào?,Diego.,1867,0,0.0
Mẹ ông tên gì?,họ,Nguyễn Thị Nhàn,0,0.0
Ông tốn bao lâu để học hết Tam Tự Kinh?,572669465951b619008f71e6,3 ngày,0,0.0
Lúc nào thì ông đọc sách Luận ngữ?,Ước,7 tuổi,0,0.0
Năm 17 tuổi thì ông làm gì?,trưởng thành quy phạm pháp luật,"viết bài ""Hịch Bình Tây Thu Bắc"" đem dán ở cây đa đầu làng để hưởng ứng việc Bắc Kỳ khởi nghĩa kháng Pháp",0,0.0
Ông viết bài Hịch Bình Tây Thu Bắc để làm gì?,hưởng ứng việc Bắc Kỳ khởi nghĩa kháng Pháp.,hưởng ứng việc Bắc Kỳ khởi nghĩa kháng Pháp,0,0.8888888888888888
Vào năm nào thì ông được 19 tuổi,19.,1885,0,0.0
Đội Sĩ tử cần gồm bao nhiêu thành viên?,tử,60 người,0,0.0
Đội Sĩ tử cần Vương gồm nhiêu người?,$$$.,60,0,0.0
Tại sao đội do ông và Lương lập nên lại giải tán?,bị đối phương kéo tới khủng bố,bị đối phương kéo tới khủng bố,1,1.0
Ông đã làm gì cho việc gia cảnh khốn khó?,"những gì bạn phải làm.'"".",dạy học kiếm sống và học thi,0,0.0
Tại sao ông lại bị kết án suốt đời không được thi?,bị khép tội hoài hiệp văn tự,bạn ông là Trần Văn Lương đã cho vào tráp mấy cuốn sách nhưng ông không hề biết,0,0.0
Phản ứng của ông sau khi bị chung thân bất đắc ứng thi?,các quan đã xin vua Thành Thái xóa án.,vào Huế dạy học,0,0.0
Hoài hiệp văn tự là gì?,họ điều,mang văn tự trong áo,0,0.0
Năm nào thì ông đậu ở trường Nghệ An?,ớt,Canh Tý,0,0.0
Năm Canh Tý là năm nào?,572a31e61d04691400779836,1900,0,0.0
PUBG là viết tắt của gì?,"""Cán bộ phản biện""",PlayerUnknown's Battlegrounds,0,0.0
PlayerUnknown's Battlegrounds là gì?,trò chơi điện tử nhiều người chơi trực tuyến,một trò chơi điện tử nhiều người chơi trực tuyến,0,0.8421052631578948
Ai phát hành PUBG?,"PUBG Corp, một chi nhánh của công ty phát hành game Bluehole",PUBG Corp,0,0.14285714285714285
PUGB Corb là gì?,họ,một chi nhánh của công ty phát hành game Bluehole của Hàn Quốc,0,0.0
Ai đã phát triển game làm tiền đề tro PUBG?,"Brendan ""PlayerUnknown"" Greene","Brendan ""PlayerUnknown"" Greene",1,1.0
