question,prediction,truth,exact_match,f1
"Em bị giảm bậc xếp loại khi tốt nghiệp với lí do thời gian học tập tại trường vượt quá 2 học kỳ so với thời gian thiết kế, không biết cơ sở nào để khẳng định điều đó ạ?",rơi vào một trong các trường hợp sau,"thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin",0,0.0
Những sinh viên không đủ điều kiện cấp bằng tốt nghiệp nhưng chưa hết thời gian tối đa được phép học thì giải quyết như thế nào?,được bảo lưu các học phần có kết quả đạt.,được bảo lưu các học phần có kết quả đạt,0,0.9
"Vì thiếu điểm rèn luyện nên em không được cấp bằng tốt nghiệp nhưng theo quy định, em còn thời hạn được phép học, vậy trường xử lí trường hợp của em ra sao?",được bảo lưu các học phần có kết quả đạt.,"Những sinh viên không đủ điều kiện cấp bằng tốt nghiệp nhưng chưa hết thời gian tối đa được phép học, được bảo lưu các học phần có kết quả đạt. Trong thời gian tối đa được phép học như quy định tại Khoản 2, Điều 6 theo Quy chế, sinh viên được trở về Trường đăng ký học lại và thi cho những học phần chưa đạt hoặc chưa học",0,0.2469135802469136
Có bắt buộc phải đi thực tập hay không?,bắt buộc,Thực tập doanh nghiệp là học phần bắt buộc và tiên quyết để xét sinh viên đủ điều kiện bảo vệ khóa luận tốt nghiệp đối với các ngành đào tạo kỹ sư,0,0.1142857142857143
Sinh viên có bị bắt buộc phải đi thực tập ở doanh nghiệp hay không?,bắt buộc,Thực tập doanh nghiệp là học phần bắt buộc và tiên quyết để xét sinh viên đủ điều kiện bảo vệ khóa luận tốt nghiệp đối với các ngành đào tạo kỹ sư,0,0.1142857142857143
Đối với ngành nào thì thực tập doanh nghiệp là học phần tiên quyết?,các ngành đào tạo kỹ sư.,các ngành đào tạo kỹ sư,0,0.8333333333333334
"Em được thông báo phải tham gia thực tập doanh nghiệp, em không biết mục đích của việc này là gì?",bảo vệ khóa luận tốt nghiệp đối với các ngành đào tạo kỹ sư.,Thực tập doanh nghiệp là học phần bắt buộc và tiên quyết để xét sinh viên đủ điều kiện bảo vệ khóa luận tốt nghiệp đối với các ngành đào tạo kỹ sư. ,0,0.5957446808510638
"Điều kiện tiên quyết để bảo vệ khóa luận tốt nghiệp của em là gì, (em là sinh viên ngành đào tạo kỹ sư)?",Thực tập doanh nghiệp,Thực tập doanh nghiệp là học phần bắt buộc và tiên quyết để xét sinh viên đủ điều kiện bảo vệ khóa luận tốt nghiệp đối với các ngành đào tạo kỹ sư.,0,0.21621621621621626
Thời gian thực tập doanh nghiệp là bao lâu?,"8 tuần,",tối thiểu là 8 tuần,0,0.28571428571428575
Em phải đi thực tập ít nhất bao lâu?,30 giờ,tối thiểu là 8 tuần,0,0.0
Thời gian của một kỳ thực tập doanh nghiệp?,"8 tuần,",tối thiểu là 8 tuần,0,0.28571428571428575
"Khi thực tập doanh nghiệp, tôi có được chọn người hướng dẫn không?",không,dưới sự hướng dẫn của một giảng viên do khoa/bộ môn quản lý ngành đào tạo phân công,0,0.0
"Em muốn cô A làm giảng viên hướng dẫn em trong kỳ thực tập doanh nghiệp thì có được không ạ, hay trường phân công ạ?",phân công.,dưới sự hướng dẫn của một giảng viên do khoa/bộ môn quản lý ngành đào tạo phân công,0,0.09999999999999999
Ai phân công giảng viên hướng dẫn khóa thực tập doanh nghiệp?,khoa/bộ môn quản lý ngành đào tạo,khoa/bộ môn quản lý ngành đào tạo phân công,0,0.8750000000000001
Em phải tự đi thực tập doanh nghiệp mà không có bất kì sự giúp đỡ hỗ trợ nào hay sao?,không,"Sinh viên thực tập doanh nghiệp trong tổng thời gian tối thiểu là 8 tuần, dưới sự hướng dẫn của một giảng viên do khoa/bộ môn quản lý ngành đào tạo phân công.",0,0.0
Khi nào tổ chức báo cáo thực tập doanh nghiệp?,cuối mỗi học kỳ có mở môn thực tập.,Khoa/bộ môn quản lý ngành đào tạo tổ chức báo cáo thực tập doanh nghiệp cuối mỗi học kỳ có mở môn thực tập.,0,0.5454545454545454
Ai tổ chức báo cáo thực tập doanh nghiệp?,Khoa/bộ môn quản lý ngành đào tạo,Khoa/bộ môn quản lý ngành đào tạo ,0,1.0
Sinh viên báo cáo kết quả thực tập khi nào?,cuối học kỳ đó,Sinh viên đăng ký thực tập doanh nghiệp trong học kỳ nào sẽ phải báo cáo kết quả thực tập vào cuối học kỳ đó theo kế hoạch của khoa/bộ môn quản lý ngành đào tạo.,0,0.19999999999999998
"Em đã đăng ký thực tập doanh nghiệp trong học kỳ này, vậy khi nào em phải báo cáo lại kết quả thực tập?",cuối học kỳ đó,Sinh viên đăng ký thực tập doanh nghiệp trong học kỳ nào sẽ phải báo cáo kết quả thực tập vào cuối học kỳ đó theo kế hoạch của khoa/bộ môn quản lý ngành đào tạo.,0,0.19999999999999998
Nếu sinh viên không báo cáo vào đúng đợt báo cáo của học kỳ đã đăng ký thì sao?,xem như không đạt học phần này và nhận điểm không,Nếu sinh viên không báo cáo vào đúng đợt báo cáo của học kỳ đã đăng ký thì xem như không đạt học phần này và nhận điểm không (0).,0,0.4878048780487804
"Em đã hoàn thành thực tập doanh nghiệp nhưng vì một số lí do em không báo cáo kết quả trong thời hạn quy định, em phải làm sao ạ?",đăng ký học lại vào các học kỳ tiếp theo.,Nếu sinh viên không báo cáo vào đúng đợt báo cáo của học kỳ đã đăng ký thì xem như không đạt học phần này và nhận điểm không (0).,0,0.25
Em đã hoàn thành thực tập doanh nghiệp nhưng em quên báo cáo  lại thì bây giờ em báo cáo có được không ạ?,không,Nếu sinh viên không báo cáo vào đúng đợt báo cáo của học kỳ đã đăng ký thì xem như không đạt học phần này và nhận điểm không (0).,0,0.06451612903225806
Chứng chỉ của ĐHCNTT có nằm trong hệ thống giáo dục quốc dân không?,"thuộc hệ thống văn bằng, chứng chỉ giáo dục quốc dân.","Văn bằng, chứng chỉ của Trường ĐHCNTT phát hành thuộc hệ thống văn bằng, chứng chỉ giáo dục quốc dân.",0,0.7096774193548387
Chứng chỉ của ĐHCNTT có xịn không?,Giữ,"Văn bằng, chứng chỉ của Trường ĐHCNTT phát hành thuộc hệ thống văn bằng, chứng chỉ giáo dục quốc dân.",0,0.0
Chứng chỉ của ĐHCNTT có uy tín không?,Giữ,"Văn bằng, chứng chỉ của Trường ĐHCNTT phát hành thuộc hệ thống văn bằng, chứng chỉ giáo dục quốc dân.",0,0.0
Khi nào em mới được cầm văn bằng?,"văn bằng, chứng chỉ.","Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. ",0,0.0
Vì sao em chưa được cấp văn bằng?,"viết sai do lỗi của đơn vị cấp văn bằng, chứng chỉ","Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. ",0,0.10810810810810811
Tốt nghiệp trình độ nào thì mới có văn bằng?,"giáo dục đại học, thạc sĩ, tiến sĩ.","Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. ",0,0.48484848484848486
Sự khác nhau giữa chứng chỉ và văn bằng?,Nghĩa,"Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. Chứng chỉ được cấp cho người học để xác nhận kết quả học tập sau khi được bồi dưỡng hoặc nâng cao trình độ học vấn, nghề nghiệp. ",0,0.0
So sánh chứng chỉ và văn bằng?,Giữ,"Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. Chứng chỉ được cấp cho người học để xác nhận kết quả học tập sau khi được bồi dưỡng hoặc nâng cao trình độ học vấn, nghề nghiệp. ",0,0.0
Chứng chỉ là gì mà văn bằng là gì?,cung,"Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. Chứng chỉ được cấp cho người học để xác nhận kết quả học tập sau khi được bồi dưỡng hoặc nâng cao trình độ học vấn, nghề nghiệp. ",0,0.0
Những đối tượng nào sẽ được cấp chứng chỉ và những đối tượng nào sẽ được cấp văn bằng?,Bản,"Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. Chứng chỉ được cấp cho người học để xác nhận kết quả học tập sau khi được bồi dưỡng hoặc nâng cao trình độ học vấn, nghề nghiệp. ",0,0.0
"Em muốn biết thêm về đặc điểm của chứng chỉ và văn bằng, có thể cho em biết được không?",không,"Văn bằng được cấp cho người học sau khi tốt nghiệp các trình độ đào tạo của giáo dục đại học, thạc sĩ, tiến sĩ. Chứng chỉ được cấp cho người học để xác nhận kết quả học tập sau khi được bồi dưỡng hoặc nâng cao trình độ học vấn, nghề nghiệp. ",0,0.0
Một trong những điểm chung của văn bằng và chứng chỉ là gì?,Nghĩa,"Văn bằng, chứng chỉ được quản lý thống nhất, thực hiện phân cấp quản lý bảo đảm quyền và trách nhiệm của các đơn vị trong Trường",0,0.0
"Mục đích của việc thực hiện phân cấp quản lý văn bằng, chứng chỉ?",bảo đảm quyền và trách nhiệm của các đơn vị trong Trường.,"Văn bằng, chứng chỉ được quản lý thống nhất, thực hiện phân cấp quản lý bảo đảm quyền và trách nhiệm của các đơn vị trong Trường",0,0.5641025641025641
Tại sao văn bằng hay chứng chỉ cần được quản lí thống nhất ?,Nghĩa,"Văn bằng, chứng chỉ được quản lý thống nhất, thực hiện phân cấp quản lý bảo đảm quyền và trách nhiệm của các đơn vị trong Trường",0,0.0
Được cấp văn bằng nhưng lỡ rơi xuống nước bị ướt thì tôi có được làm đơn xin cấp lại không?,một lần,"Bản chính văn bằng, chứng chỉ được cấp một lần trừ trường hợp văn bằng, chứng chỉ đã cấp cho người học nhưng phát hiện bị viết sai do lỗi của đơn vị cấp văn bằng, chứng chỉ thì đơn vị đã cấp có trách nhiệm cấp lại cho người học. ",0,0.07547169811320754
Văn bằng hay chứng chỉ chỉ được cấp 1 lần thôi hả?,Giữ,"Bản chính văn bằng, chứng chỉ được cấp một lần trừ trường hợp văn bằng, chứng chỉ đã cấp cho người học nhưng phát hiện bị viết sai do lỗi của đơn vị cấp văn bằng, chứng chỉ thì đơn vị đã cấp có trách nhiệm cấp lại cho người học. ",0,0.0
Làm mất chứng chỉ rồi xin lại được không?,không,"Bản chính văn bằng, chứng chỉ được cấp một lần trừ trường hợp văn bằng, chứng chỉ đã cấp cho người học nhưng phát hiện bị viết sai do lỗi của đơn vị cấp văn bằng, chứng chỉ thì đơn vị đã cấp có trách nhiệm cấp lại cho người học. ",0,0.0
Trường hợp làm mất bản gốc văn bằng thì làm sao?,"Yêu cầu Trường cấp bản sao, chứng thực văn bằng, chứng chỉ","Bản chính văn bằng, chứng chỉ được cấp một lần trừ trường hợp văn bằng, chứng chỉ đã cấp cho người học nhưng phát hiện bị viết sai do lỗi của đơn vị cấp văn bằng, chứng chỉ thì đơn vị đã cấp có trách nhiệm cấp lại cho người học. ",0,0.15873015873015872
"Tôi tên Nguyễn Văn Nam nhưng trên văn bằng cấp cho tôi tôi lại tên là Nguyễn Văn Nám, mà quy định thì chỉ được lấy văn bằng 1 lần thôi vậy trường hợp của tôi giải quyết thế nào?",Trình,"Bản chính văn bằng, chứng chỉ được cấp một lần trừ trường hợp văn bằng, chứng chỉ đã cấp cho người học nhưng phát hiện bị viết sai do lỗi của đơn vị cấp văn bằng, chứng chỉ thì đơn vị đã cấp có trách nhiệm cấp lại cho người học. ",0,0.0
"Nguyên tắc quản lý và cấp phát văn bằng, chứng chi?","Bảo đảm công khai, minh bạch","Bảo đảm công khai, minh bạch trong cấp phát văn bằng, chứng chỉ. Nghiêm cấm mọi hành vi gian lận trong cấp phát và sử dụng văn bằng, chứng chỉ.",0,0.33333333333333337
Thế nào là lớp học phần?,phần.,Những sinh viên theo học cùng một học phần trong cùng một khoảng thời gian và cùng một giảng viên tạo thành một lớp học phần,0,0.0
Định nghĩa lớp học phần?,Những,Những sinh viên theo học cùng một học phần trong cùng một khoảng thời gian và cùng một giảng viên tạo thành một lớp học phần,0,0.07407407407407407
Những sinh viên theo học cùng một học phần trong cùng một khoảng thời gian và cùng một giảng viên tạo thành lớp gì?,lớp học phần.,Lớp học phần,0,0.3333333333333333
Cơ quan nào quy định mã số riêng cho mỗi lớp học phần?,Trường,Trường,1,1.0
Mỗi lớp học phần được ký hiệu như thế nào?,bằng một mã số riêng do Trường quy định.,bằng một mã số riêng do Trường quy định,0,0.8888888888888888
Lớp học phần sẽ được mở khi đạt được những điều kiện về số lượng sinh viên đăng ký như thế nào?,Tối thiểu là 50 sinh viên,"Tối thiểu là 50 sinh viên đối với các môn học đại cương và các môn học cơ sở nhóm ngành, các môn học chuyên ngành bắt buộc và chuyên đề tốt nghiệp tối thiểu là 20 sinh viên. Các môn học còn lại tối thiểu là 30 sinh viên",0,0.21428571428571425
"Để mở lớp học phần, số lượng sinh viên đăng ký phải đạt được là bao nhiêu?",Tối thiểu là 50 sinh viên,"Tối thiểu là 50 sinh viên đối với các môn học đại cương và các môn học cơ sở nhóm ngành, các môn học chuyên ngành bắt buộc và chuyên đề tốt nghiệp tối thiểu là 20 sinh viên. Các môn học còn lại tối thiểu là 30 sinh viên",0,0.21428571428571425
Điều kiện về số lượng sinh viên đăng ký đối với các môn học đại cương và môn học cơ sở nhóm ngành để mở lớp học phần là bao nhiêu sinh viên?,Tối thiểu là 50,Tối thiểu là 50,1,1.0
Cần tối thiểu bao nhiêu sinh viên đối với các môn học chuyên ngành bắt buộc và chuyên đề tốt nghiệp để mở lớp học phần?,20,tối thiểu là 20 sinh viên,0,0.2857142857142857
" Trong trường hợp đặc biệt, theo đề nghị của sinh viên, khoa/bộ môn quản lý ngành đào tạo thì P.ĐTĐH có thể mở lớp học phần được không?",có thể," Trong trường hợp đặc biệt, theo đề nghị của sinh viên, khoa/bộ môn quản lý ngành đào tạo thì P.ĐTĐH có thể mở lớp ",0,0.15384615384615385
"Nếu có đề nghị của sinh viên, khoa/bộ môn quản lý ngành đào tạo thì P.ĐTĐH có thể xem xét mở lớp học phần không?",có thể," Trong trường hợp đặc biệt, theo đề nghị của sinh viên, khoa/bộ môn quản lý ngành đào tạo thì P.ĐTĐH có thể mở lớp ",0,0.15384615384615385
Mức học phí của lớp học phần?,"HPTCHM: mức học phí cho loại tín chỉ học phí học mới,",học phí được tính theo quy định đơn giá dành cho các lớp có số lượng sinh viên dưới chuẩn,0,0.18749999999999997
Lớp học phần tính học phí như thế nào?,"học lần đầu được tính trọn gói trong học phí học kỳ,",học phí được tính theo quy định đơn giá dành cho các lớp có số lượng sinh viên dưới chuẩn,0,0.25
"Các học phần như Thực tập doanh nghiệp, Khóa luận tốt nghiệp, môn học đồ án được mở với số lượng như thế nào?",không hạn chế,không hạn chế số lượng. ,0,0.7499999999999999
Lớp sinh viên là gì?,"theo khóa, khoa, chương trình, ngành hoặc chuyên ngành đào tạo."," Lớp sinh viên: Lớp sinh viên được tổ chức theo khóa, khoa, chương trình, ngành hoặc chuyên ngành đào tạo",0,0.5806451612903226
Lớp sinh viên được tổ chức như thế nào?,"theo khóa, khoa, chương trình, ngành hoặc chuyên ngành đào tạo."," Lớp sinh viên: Lớp sinh viên được tổ chức theo khóa, khoa, chương trình, ngành hoặc chuyên ngành đào tạo",0,0.5806451612903226
Lớp sinh viên được giữ ổn định trong suốt các năm học để làm gì?,"học tập, rèn luyện của sinh viên.","để triển khai các hoạt động có liên quan đến công tác học tập, rèn luyện của sinh viên",0,0.46153846153846156
Mục đích của việc giữ ổn định lớp sinh viên trong suốt các năm học?,"học tập, rèn luyện của sinh viên.","để triển khai các hoạt động có liên quan đến công tác học tập, rèn luyện của sinh viên",0,0.46153846153846156
Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với số lượng tối thiểu là bao nhiêu sinh viên?,20,20,1,1.0
Số lượng sinh viên tối thiểu của các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy ?,20,20,1,1.0
